step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms
198,256,255.351,287.468,141.892,214679552,56.99,86.865,26.594
199,256,251.475,343.522,128.956,244101120,57.08,93.980,28.539
200,256,389.470,794.681,138.560,575844352,56.99,182.933,67.977
201,256,261.071,345.608,135.875,258142208,57.07,94.636,30.561
202,256,360.398,714.551,137.116,513515520,57.02,163.137,60.146
203,256,338.162,591.915,140.141,413818880,57.02,149.822,48.199
204,256,305.713,465.540,141.491,335990784,57.06,124.075,40.146
205,256,329.383,508.896,163.310,361156608,57.08,120.026,46.047
206,256,257.766,316.067,139.313,231927808,57.17,91.274,27.179
207,256,283.642,398.036,143.066,281714688,57.23,105.974,34.601
208,256,342.897,443.772,185.244,329998336,57.26,116.924,40.729
209,256,334.185,623.946,135.134,433590272,57.25,148.195,50.855
210,256,266.577,370.754,134.617,271659008,57.32,100.805,31.155
211,256,216.748,148.996,148.812,98430976,57.47,55.516,12.419
212,256,233.137,279.633,129.545,206729216,57.57,78.792,24.801
213,256,311.639,549.192,132.073,384204800,57.57,134.775,44.791
214,256,405.772,818.745,146.529,595869696,57.48,190.400,68.843
215,256,397.493,811.369,142.950,585646080,57.39,185.848,68.696
216,256,290.435,463.709,138.556,324317184,57.43,113.199,38.680
217,256,264.763,343.233,143.373,243486720,57.51,92.586,28.804
218,256,285.824,453.128,138.139,314880000,57.55,109.807,37.879
219,256,236.000,256.461,134.902,187121664,57.65,77.799,23.298
220,256,354.549,677.269,137.786,481124352,57.61,162.131,54.633
221,256,423.497,884.372,145.001,627585024,57.51,205.157,73.339
222,256,268.279,358.666,139.418,258600960,57.58,98.830,30.032
223,256,277.667,398.072,136.230,288329728,57.63,107.501,33.936
224,256,317.036,482.919,152.612,356724736,57.65,122.285,42.138
225,256,296.129,415.236,155.955,291024896,57.70,103.957,36.218
226,256,333.589,550.971,146.590,392384512,57.71,140.425,46.574
227,256,267.074,375.425,134.687,264335360,57.77,101.125,31.262
228,256,377.158,726.228,144.726,521719808,57.72,171.280,61.152
229,256,292.202,382.391,149.856,273117184,57.78,108.498,33.847
230,256,323.034,570.754,137.747,425369600,57.76,135.775,49.512
231,256,301.421,447.907,146.578,312877056,57.80,117.203,37.640
232,256,284.041,393.636,146.077,269467648,57.86,104.733,33.231
233,256,364.389,682.099,145.848,489955328,57.83,162.269,56.273
234,256,333.153,567.745,146.502,405905408,57.82,138.658,47.993
235,256,232.066,256.117,136.087,184381440,57.92,73.265,22.715
236,256,349.964,624.532,145.478,434651136,57.90,154.010,50.475
237,256,296.881,455.385,138.778,322207744,57.94,120.740,37.363
238,256,370.980,706.400,142.249,512741376,57.89,168.727,60.004
239,256,394.032,775.248,146.085,564256768,57.82,181.551,66.396
240,256,286.577,422.856,143.674,292679680,57.87,107.616,35.287
241,256,295.439,434.143,152.994,310595584,57.90,105.286,37.159
242,256,285.997,400.532,147.288,282345472,57.95,104.547,34.162
243,256,277.246,328.283,152.898,240771072,58.02,93.831,30.517
244,256,409.121,777.148,158.181,555200512,57.95,182.446,68.494
245,256,330.717,576.676,141.718,409616384,57.95,141.454,47.545
246,256,250.545,253.504,146.269,189333504,58.04,80.603,23.673
247,256,345.992,484.137,192.249,340074496,58.06,112.502,41.241
248,256,348.491,642.603,146.701,442019840,58.04,150.199,51.590
249,256,387.630,758.161,146.999,530919424,57.99,179.486,61.145
250,256,392.177,792.885,143.505,581263360,57.91,179.459,69.213
251,256,307.936,531.725,137.296,374865920,57.92,127.011,43.629
252,256,284.895,364.486,149.613,266579968,57.98,102.503,32.780
253,256,304.403,452.197,149.431,332210176,58.00,115.131,39.841
254,256,289.536,437.786,139.800,307290112,58.04,113.456,36.280
255,256,346.931,610.047,145.210,441446400,58.03,149.675,52.046
256,256,383.972,707.751,159.785,513654784,57.98,161.834,62.353
# summary tokens=256 s/tok=0.315 tok/s=3.179 read_MiB=93562.6 io_s=137.15 compute_s/tok=0.136 io_s/tok=0.536 cache_hit_pct=58.0 n_prompt=42 load_s=15.493 prefill_s=4.986 prefill_tps=8.42 stall_s/tok=0.133 mgmt_s/tok=0.045 cache_resident_MiB=1996.4 cache_budget_MiB=2000.0 cache_resizes=0 spec_recall_pct=-1.0 spec_auto_off=0 spec_read_MiB=0.0 spec_experts=0 spec_useful=0
