step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms
233,256,178.995,208.714,136.295,163344384,75.90,42.699
234,256,147.282,85.313,125.902,58195968,75.98,21.380
235,256,138.423,66.136,125.185,49385472,76.06,13.237
236,256,350.640,94.748,327.192,58195968,76.14,23.449
237,256,181.941,210.227,141.001,160677888,76.17,40.939
238,256,189.211,255.860,141.004,192847872,76.20,48.207
239,256,274.018,536.131,171.694,439369728,76.14,102.324
240,256,227.852,371.422,156.640,295096320,76.13,71.212
241,256,150.371,93.071,128.141,71933952,76.20,22.230
242,256,403.405,345.908,335.210,254115840,76.20,68.195
243,256,197.772,250.872,150.281,194064384,76.22,47.491
244,256,193.723,239.751,148.099,182992896,76.25,45.624
245,256,204.716,305.153,147.623,236089344,76.26,57.093
246,256,172.836,187.587,136.020,141201408,76.31,36.816
247,256,377.766,223.466,335.257,172154880,76.34,42.509
248,256,191.884,222.013,150.587,172965888,76.37,41.297
249,256,159.283,137.782,129.982,104509440,76.43,29.301
250,256,248.495,339.307,187.853,260493312,76.42,60.642
251,256,586.813,206.044,541.684,135868416,76.47,45.129
252,256,194.427,261.654,145.598,205369344,76.49,48.829
253,256,160.573,142.016,132.148,108625920,76.54,28.425
254,256,150.633,103.184,127.182,76222464,76.60,23.452
255,256,432.224,474.723,345.870,371552256,76.56,86.354
256,256,268.359,516.316,172.125,424992768,76.51,96.234
# summary tokens=256 s/tok=0.251 tok/s=3.983 read_MiB=57490.8 io_s=76.89 compute_s/tok=0.193 io_s/tok=0.300 cache_hit_pct=76.5 n_prompt=34 load_s=16.062 prefill_s=11.775 prefill_tps=2.89 stall_s/tok=0.058
